person_name,Time,Comments,Language
8skj8,4 months ago on,one revered religious place hindu india,en
mehakkQ,3 months ago on,great pm great bharat,en
8skj8,2 months ago on,time bound darshan lord ram,en
RpSuhas,a month ago on,ram janam bhoomi,en
ar_uchila,5 months ago on,blissful feeling,en
KStewrosh,2 months ago on,blissful,en
RanaSanga1008,5 months ago on,shri ram janma bhoomi,en
RpSuhas,4 months ago on,dharshan time,en
ar_uchila,4 months ago on,visit landscape change soon,en
KStewrosh,5 months ago on,divine place people faith lord rama visit,en
RanaSanga1008,5 months ago on,holy place,en
Kanchan98965701,a month ago on,holy place,en
Yousufalisaeed,7 months ago on,great pm great bharat,en
tilakku36674938,3 months ago on,spritual experience lord ram birth place,en
gurudatt1972,4 months ago on,birth place ram,en
04sandeep03,a month ago on,disputed history,en
beyoond_starz,3 months ago on,jay sree ram,en
YugRj,a week ago on,thnkyou,en
Drpratiksha1,2 months ago on,birth place shri ram,en
ForamUmralia,a month ago on,visit shree ram janm bhmi camp temple ayodhya ji,en
gurudatt1972,a day ago on,must visit everyone,en
04sandeep03,a week ago on,high profile place visit,en
beyoond_starz,6 months ago on,great experience,en
Drpratiksha1,2 months ago on,three legend one frame,en
ForamUmralia,5 months ago on,great pm great bharat,en
Mahendra Dhawde,4 months ago on,experiencing koradi shri ram dham mandir incredibly peaceful serene spiritual atmosphere provided sense calmness inner tranquility visit rewarding one wellbeing,en
Prakash Satpute,a month ago on,visited mandir museum complex beautifully done well maintained one must point ramp senior citizen entrance gate lift entrance,en
YASH BARBATE,a month ago on,best day ever full knowledge visit place youre near nagpur,en
Revati Rao,4 months ago on,main attraction devi mandir entry fee person,en
SHREYASH PATTEWAR YT,5 months ago on,new construction building ram mandir kharadi location koradi mata mandir located nearby ram dham mandir good awesome kind museum god museum,en
rajendra raut,2 weeks ago on,newly constructed ram mandir near main temple inaugurated president symbol historic heritage art work architecture superb must visit place nagpur display whole ramayana introduces unnamed hero indian independence,en
Umesh Akare,4 months ago on,well infrastructured also bout ramayana depicted via painting note worthy mesmerizing,en
Arya Bharne,5 months ago on,amazing place museum positivity depicted scene ramayana information freedom fighter,en
PALASH CHIMURKAR (TECHtrex),a month ago on,best place nagpur near koradi devi mandir,en
Swarada Jalukar,2 months ago on,best place know culture hero india,en
Ketan Deshpande,a month ago on,best day ever full knowledge visit place youre near nagpur,en
dipesh sonewane,5 months ago on,main attraction devi mandir entry fee person,en
SHREYASH PATTEWAR YT,5 months ago on,new construction building ram mandir kharadi location koradi mata mandir located nearby ram dham mandir good awesome kind museum god museum,en
rajendra raut,4 months ago on,well infrastructured also bout ramayana depicted via painting note worthy mesmerizing,en
Umesh Akare,5 months ago on,best place nagpur near koradi devi mandir,en
PALASH CHIMURKAR (TECHtrex),a week ago on,best place know culture hero india,en
Ketan Deshpande,5 months ago on,best place near nagpur visit place good vibe love,en
dipesh sonewane,9 months ago on,say please visit hereas newly established show culture show whole heart bharat,en
Shruti Gorle,5 months ago on,amazing museum thanks government promoting dharma army freedom fighter,en
Anupama,6 months ago on,beautiful pleasant temple huge placeits specifically ram mandi god temple alsothe pillar architecture wall architecture really superb wall architect writing ram charitraramayan,en
Satyendra Viswakarma,5 months ago on,nice place check ramayana indian history together,en
Soumya N 500,5 months ago on,best feeling experienced great history life lesson better future,en
Gws pl,8 months ago on,shri ram dham temple newly constructed behind koradi mata templein first floor beautifully shown entire ramayana form pictorial,en
Sushant Sathwane,7 months ago on,best place suitable visit temple mahalaxmi mata near ram mandir inaugurated president india droupadi murmu bharatiya vidya bhavans sanskritik kendra set mahalaxmi jagdamba,en
Pravin Rahangdale,6 months ago on,museum treasure trove knowledge culture exhibit thoughtfully curated fantastic place explore history art highly recommended,en
Piyush Lande,6 months ago on,temple vidhya bhavan,en
vishal sontakke,5 months ago on,amazing museum thanks government promoting dharma army freedom fighter,en
Dhammadip Ramteke,5 months ago on,nice place check ramayana indian history together,en
Satyendra Viswakarma,6 months ago on,best feeling experienced great history life lesson better future,en
Gws pl,5 months ago on,temple vidhya bhavan,en
Sushant Sathwane,2 months ago on,peaceful serene atmosphere especially devotee worth spending good valuable time,en
Dhammadip Ramteke,a month ago on,really good place full peace always try go afternoon evening time chanting really fill refreshed,en
Nikhil Chacharkar,5 months ago on,neat clean beautiful tranquil serene nice garden place worship big industrial town,en
Shivansh,3 months ago on,one famous temple durgapur town durgapur yesterday morning due conferenceand came back today afternoonso went visit well know place around durgapur visit look around quite serene place hand around half hour,en
Mr. Pratik Dole,5 months ago on,situated near muchipara used visit often childhood till today remain almost calm peaceful well maintained,en
bhushan kedare,9 months ago on,famous religious shrine hindu busy town durgapur place eyepopping part built marble stone quite famous place lord rama devotee turn crowded evening,en
Smutishree,5 months ago on,peace mind,en
Pankaj Kumar,5 months ago on,marble delight,en
Deepti Kulkarni,6 months ago on,nice place peaceful,en
Rajesh Thakur,3 months ago on,wonderful marble temple dedicated lord rama housing idol sita laxman hanuman place part pcbl colony upmarket residential area bidhannagar durgapuras would place worship serenity place midst industrial town attracts innumerable visitor everyday well worth visit walk wonderfully maintained lawn,en
ABHISHEK NAVGHARE,an hour ago on,one tourist location durgapur well maintained spend quite hour alone family,en
Bhushan Bawankule,5 months ago on,soothing place,en
Mr. Pratik Dole,4 months ago on,ram mandir,en
ABHISHEK NAVGHARE,5 months ago on,cool place,en
prashant gour,4 months ago on,beautiful temple,en
Himanshu Nikhare,2 months ago on,good temple,en
Guddi Rewatkar,5 months ago on,soothing place,en
Tushar Khurana,2 months ago on,ram mandir,en
Nilesh Parate,6 months ago on,cool place,en
Pankaj D.,2 weeks ago on,beautiful temple,en
Shantanu Bose,a week ago on,good temple,en
Sachin Ghumre,5 months ago on,give peacefull memorry,en
Subhash kumre,4 weeks ago on,long time,en
Tushar Khurana,a month ago on,jai shree ram,en
Pankaj D.,2 months ago on,godly evening,en
Satyam Runghe,5 months ago on,beautiful serene,en
mj Tejas,2 weeks ago on,ram mandir durgapur,en
Fattusingh Chandel,5 months ago on,place faith,en
VIVEK KATRE,2 months ago on,good place,en
Ankit Kashyap,6 months ago on,puja,en
RAVI GITE,4 months ago on,om,en
Jayesh Nehete,4 days ago on,new construction building ram mandir kharadi location koradi mata mandir located nearby ram dham mandir good awesome kind museum god museum,en
Akshay Shiware,5 months ago on,newly constructed ram mandir near main temple inaugurated president symbol historic heritage art work architecture superb must visit place nagpur display whole ramayana introduces unnamed hero indian independence,en
Aashirwad Bhope,4 months ago on,well infrastructured also bout ramayana depicted via painting note worthy mesmerizing,en
RAVI GITE,3 months ago on,amazing place museum positivity depicted scene ramayana information freedom fighter,en
KISHOR DESHKAR,2 months ago on,best place nagpur near koradi devi mandir,en
ABHISHEK GABHANE,a month ago on,best place know culture hero india,en
Sumit Nishad,5 months ago on,best day ever full knowledge visit place youre near nagpur,en
G G,2 months ago on,main attraction devi mandir entry fee person,en
Royal winning videos,5 months ago on,new construction building ram mandir kharadi location koradi mata mandir located nearby ram dham mandir good awesome kind museum god museum,en
A Monika Yadav,4 months ago on,well infrastructured also bout ramayana depicted via painting note worthy mesmerizing,en
GANESH PAUNIKAR,4 months ago on,best place nagpur near koradi devi mandir,en
Nikhil Chacharkar,5 months ago on,best place know culture hero india,en
Shivansh,5 months ago on,best place near nagpur visit place good vibe love,en
Mr. Pratik Dole,a month ago on,say please visit hereas newly established show culture show whole heart bharat,en
bhushan kedare,a month ago on,amazing museum thanks government promoting dharma army freedom fighter,en
Smutishree,a month ago on,beautiful pleasant temple huge placeits specifically ram mandi god temple alsothe pillar architecture wall architecture really superb wall architect writing ram charitraramayan,en
Pankaj Kumar,2 weeks ago on,nice place check ramayana indian history together,en
Deepti Kulkarni,7 months ago on,best feeling experienced great history life lesson better future,en
Rajesh Thakur,3 months ago on,shri ram dham temple newly constructed behind koradi mata templein first floor beautifully shown entire ramayana form pictorial,en
ABHISHEK NAVGHARE,4 months ago on,best place suitable visit temple mahalaxmi mata near ram mandir inaugurated president india droupadi murmu bharatiya vidya bhavans sanskritik kendra set mahalaxmi jagdamba,en
Bhushan Bawankule,a month ago on,museum treasure trove knowledge culture exhibit thoughtfully curated fantastic place explore history art highly recommended,en
Mr. Pratik Dole,3 months ago on,temple vidhya bhavan,en
ABHISHEK NAVGHARE,a week ago on,amazing museum thanks government promoting dharma army freedom fighter,en
prashant gour,2 months ago on,nice place check ramayana indian history together,en
Himanshu Nikhare,a month ago on,best feeling experienced great history life lesson better future,en
Prolific Adda nutankumar,a day ago on,temple vidhya bhavan,en
Guddi Rewatkar,a week ago on,ram mandir popular temple beautiful well maintained garden everything good visited many time peace beautiful,en
Tushar Khurana,6 months ago on,temple fully holy place verybeautiful place durgapurvery large number people came,en
Nilesh Parate,3 months ago on,small trip remember lot place beautiful near damoder river nature pleasant,en
ACHATTOP,2 months ago on,many childhood memory stand nothing change garden tree everything remains ram mandir popular temple beautiful well maintained garden sandha arati panditji eeverything awesome durgapurians known temple outsider come visit ram mandir never disappointedthanks,en
Nsrrbw I,5 months ago on,mandir awesome mandir fully holy place devoted area ideal god ram mind blowing,en
Ashokcmehta,4 months ago on,nice soothing spend evening serene place free chaos bell arati,en
Abhishek S,a month ago on,one place look forward visit everyone travel durgapur travel least time month beautiful ram sita idol nice small garden front make ideal place spend peaceful time,en
Abhishek S,a month ago on,mostwhen visit ram mandir found deep meditation mind n natural pleasure soulmy favourite distinction feel alone must visit time arati average mentioned,en
Ayush A,4 months ago on,nice temple,en
S_K,2 weeks ago on,famous lord rama mandir,en
Ajay A,4 months ago on,nice gud looking temple prabhu shri ramat nice famous placeand also nice murat shri ramplace visit u r durga,en
ansangam,5 months ago on,good place relax go past like human oldage time ramayana,en
Santosh,a month ago on,get chance go inside temple close time visit please note temple open pm,en
hemant20278,2 months ago on,ram mandir situated near muchi para situated bidhannagar old mandir full marble construction peacefull place many old sculpture best blace finding peace durgapur network love best place worship,en
Nikhil,5 months ago on,peaceful serene atmosphere especially devotee worth spending good valuable time,en
prasan,5 months ago on,really good place full peace always try go afternoon evening time chanting really fill refreshed,en
